  34567 9	x	   4567 9	  3 567 9	  34 67 9	  345 7 9	  3456  9	   4 67 9	  34567  	  3 5 7 9	  3 56  9	   4567  
 23      	  3      	 2       	x	         	x	x	x	x	x	x	x
1  45    	x	x	1   5    	    5    	   4     	x	x	1        	         	x	x
12 4 67  	1  4 67  	   4 67  	12   67  	 2   67  	12 4  7  	12 4 6   	1  4  7  	1  4 6   	12    7  	12   6   	 2   6   
 2      9	        9	x	x	x	x	x	x	 2       	x	         	x
  3  6 89	x	     6 89	x	x	  3    89	x	  3  6  9	  3  6 8 	x	     6  9	     6 8 
 234 67 9	  34 67 9	 2 4 67 9	 23  67 9	   4 67 9	 234  7 9	 234 6  9	  34  7 9	 234 67  	 23   7 9	  34 67  	 2 4 67  
1 34    9	x	1  4    9	1 3     9	  3     9	x	1       9	        9	1 34     	  34     	x	1  4     
 2 4567 9	   4567 9	x	 2  567 9	 2 4 67 9	 2 45 7 9	 2 456  9	   45 7 9	 2 4567  	 2  5 7 9	   4567  	 2 4 6  9
12 45   9	1  45   9	   45   9	12  5   9	12 4    9	1   5   9	1  4    9	   4    9	12 45    	 2 45    	1  45    	   45    
        9	x	x	x	x	x	x	x	         	x	x	x
 2  5  89	    5  89	x	x	 2     89	x	       89	 2  5   9	 2  5  8 	    5   9	    5  8 	x
1   5678 	x	x	x	1    678 	1   5 78 	1   56 8 	1   567  	    567  	x	1     78 	1    6 8 
1  456   	x	x	1   56   	1  4 6   	1  45    	   45    	x	1    6   	     6   	    5    	   4     
 2345 78 	  345 78 	 2 45 78 	 23 5 78 	 234  78 	  3 5 78 	 2345  8 	 2345 7  	 23   78 	  345 7  	 2 45 7  	 234   8 
1 3 56789	x	1   56789	    56789	1 3  6789	1 3 5 789	1 3 56 89	1 3 567 9	1 3 5678 	  3 5678 	1   567 9	1   5678 
12   67  	1    67  	     67  	x	x	12    7  	12   6   	 2   6   	      7  	     6   	x	x
12 4     	1  4     	   4     	12       	 2       	1        	         	x	x	x	x	x
12    789	1     789	      789	x	x	x	12     89	12    7 9	12    78 	 2    78 	1     78 	      78 
1     78 	x	x	x	x	x	1      8 	       8 	      7  	x	x	x
12     89	1      89	       89	x	x	x	x	12      9	12     8 	 2     8 	        9	       8 
    5 789	x	x	x	      789	x	    5  89	    5 7 9	    5 78 	x	x	       89
1  4  7  	x	x	1     7  	      7  	x	1  4     	   4     	x	x	1        	         
   4  789	x	x	      789	x	x	   4   89	   4  7 9	   4  78 	x	       89	      7 9
1  456  9	x	x	1   56  9	1  4 6  9	1  45   9	   45   9	x	1  456   	   456   	1  4    9	   4    9
1  4 6 8 	x	x	1    6 8 	     6 8 	1  4   8 	   4   8 	1  4 6   	   4 6   	1      8 	       8 	1    6   
12 45 7  	1  45 7  	   45 7  	12  5 7  	12 4  7  	1   5 7  	12 45    	 2 45    	1  45    	   45    	12  5    	12 4     
  345  89	x	   45  89	  3 5  89	  34   89	x	    5  89	  345   9	  345  8 	x	   45   9	   45  8 
  345   9	x	   45   9	  3 5   9	  34    9	x	    5   9	   4    9	  345    	x	x	   45    
1 3 5  8 	x	1   5  8 	    5  8 	1 3    8 	  3    8 	x	1 3 5    	  3 5    	x	1   5    	    5    
 2 4   8 	   4   8 	x	 2     8 	x	       8 	x	 2 4     	x	   4     	x	 2       
1 34   89	x	1  4   89	1 3    89	  3    89	x	1      89	1 34    9	1 34   8 	  34   8 	1  4    9	1  4   8 
 23 5  8 	  3 5  8 	 2  5  8 	x	 23    8 	x	  3    8 	 23 5    	x	  3 5    	 2  5    	x
1 34 6 8 	x	1  4 6 8 	1 3  6 8 	  3  6 8 	1 34   8 	1    6 8 	1 34 6   	  34 6   	1 3    8 	1  4 6   	1 3  6   
